Folder Name,Song Name,Artist,Album,Year,Charter,Diff Band,Diff Guitar,Diff Bass,Diff Drums,Diff Keys,Diff Vocals,Diff Pro Guitar,Diff Pro Bass,Diff Pro Keys,Diff Pro Drums,Diff Vocal Harmonies,Has Pro Guitar,Has Pro Keys,Has Pro Drums,Has Vocal Harmonies,Audio Tracks,Guitar Tuning,Bass Tuning,S.SterrGtuning,S.SterrBtuning,S.SterrStatus
Bruno Mars - Just the Way You Are,Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,2010,Harmonix,1,0,0,3,2,3,-1,-1,2,3,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0 0,matched
Bruno Mars - Marry You,Marry You,Bruno Mars,Doo-Wops & Hooligans,2010,Harmonix,1,0,1,2,1,3,-1,-1,-1,2,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Buffalo Springfield - For What It's Worth,For What It's Worth,Buffalo Springfield,Buffalo Springfield,1967,Harmonix,1,2,1,1,-1,3,1,4,-1,1,3,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Bullet for My Valentine - Scream Aim Fire (2x Bass Pedal Expert+),Scream Aim Fire,Bullet for My Valentine,Scream Aim Fire,2008,Harmonix,5,6,3,5,-1,2,-1,-1,-1,5,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 -2 -2 -2 -2 -2,-2 -2 -2 -2,matched
Bullet for My Valentine - Tears Don't Fall (2x Bass Pedal Expert+),Tears Don't Fall,Bullet for My Valentine,The Poison,2006,Harmonix,5,5,3,6,-1,2,-1,-1,-1,6,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-4 -2 -2 -2 -2 -2,-4 -2 -2 -2,matched
Bullet for My Valentine - Your Betrayal (2x Bass Pedal Expert+),Your Betrayal,Bullet for My Valentine,Fever,2010,Harmonix,5,5,4,3,-1,3,5,3,-1,3,3,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-4 -2 -2 -2 -2 -2,-4 -2 -2 -2,matched
Bush - Comedown,Comedown,Bush,Sixteen Stone,1994,Harmonix,1,2,3,2,1,2,-1,-1,1,2,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Bush - Everything Zen,Everything Zen,Bush,Sixteen Stone,1994,Harmonix,1,3,2,3,-1,2,-1,-1,-1,3,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Bush - Machinehead,Machinehead,Bush,Sixteen Stone,1994,Harmonix,1,2,3,3,0,2,1,2,0,3,2,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0 0,matched
Caesars - Jerk It Out,Jerk It Out,Caesars,Paper Tigers,2005,Harmonix,1,2,2,3,3,3,1,0,3,3,3,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Carly Rae Jepsen - Call Me Maybe,Call Me Maybe,Carly Rae Jepsen,Curiosity,2012,Harmonix,1,3,1,2,2,3,-1,-1,2,2,-1,FALSE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Carrie Underwood - Before He Cheats,Before He Cheats,Carrie Underwood,Some Hearts,2005,Harmonix,3,3,3,2,3,4,-1,-1,3,2,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Carrie Underwood - Cowboy Casanova,Cowboy Casanova,Carrie Underwood,Play On,2009,Harmonix,4,2,2,3,5,5,-1,-1,5,3,5,FALSE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Carrie Underwood - Good Girl,Good Girl,Carrie Underwood,Blown Away,2012,Harmonix,3,3,1,3,-1,6,-1,-1,-1,3,6,FALSE,FALSE,TRUE,TRUE,"drums.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Cheap Trick - Dream Police,Dream Police,Cheap Trick,Dream Police,1979,Harmonix,4,2,4,4,3,3,-1,-1,3,4,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Cheap Trick - I Want You To Want Me (Live),I Want You to Want Me (Live),Cheap Trick,Cheap Trick at Budokan,1979,Harmonix,1,4,1,2,-1,2,-1,-1,-1,2,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Cheap Trick - Surrender (Live),Surrender (Live),Cheap Trick,Cheap Trick at Budokan,1979,Harmonix,1,2,1,4,1,2,1,3,1,4,2,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Chely Wright - Single White Female,Single White Female,Chely Wright,Single White Female,1999,Harmonix,1,2,2,2,-1,2,-1,-1,-1,2,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Chely Wright - Single White Female (RB3 version),Single White Female (RB3 version),Chely Wright,Single White Female,1999,Harmonix,1,2,2,2,4,2,-1,-1,4,2,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Chevelle - Face to the Floor,Face to the Floor,Chevelle,Hats Off to the Bull,2011,Harmonix,2,3,3,2,-1,2,-1,-1,-1,2,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-4 -2 -2 -2 -2 -2,-4 -2 -2 -2,matched
Chevelle - Send the Pain Below,Send the Pain Below,Chevelle,Wonder What's Next,2002,Harmonix,3,3,2,3,-1,3,-1,-1,-1,3,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-5 -3 -3 -3 -3 -3,-5 -3 -3 -3,matched
Chevelle - The Red (2x Bass Pedal Expert+),The Red,Chevelle,Wonder What's Next,2002,Harmonix,1,2,2,2,-1,1,1,1,-1,2,-1,TRUE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-3 -3 -3 -3 -3 -3,-3 -3 -3 -3,matched
Chicago - 25 or 6 to 4,25 or 6 to 4,Chicago,Chicago II,1970,Harmonix,6,6,5,6,5,4,6,5,4,6,4,TRUE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Chicago - Feelin' Stronger Every Day,Feelin' Stronger Every Day,Chicago,Chicago VI,1973,Harmonix,5,3,3,5,3,5,-1,-1,3,5,5,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Chicago - If You Leave Me Now,If You Leave Me Now,Chicago,Chicago X,1976,Harmonix,2,3,3,1,2,4,-1,-1,2,1,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Chicago - Make Me Smile,Make Me Smile,Chicago,Chicago II,1970,Harmonix,5,5,5,4,3,4,6,5,4,4,4,TRUE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Chumbawamba - Tubthumping,Tubthumping,Chumbawamba,Tubthumper,1997,Harmonix,3,1,0,4,1,2,-1,-1,1,4,2,FALSE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0 0,matched
Cinderella - Don't Know What You Got (Till It's Gone),Don't Know What You Got (Till It's Gone),Cinderella,Long Cold Winter,1988,Harmonix,2,2,2,1,3,2,3,1,2,1,2,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Cinderella - Nobody's Fool,Nobody's Fool,Cinderella,Night Songs,1986,Harmonix,2,3,1,2,2,4,-1,-1,2,2,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Cinderella - Shelter me,Shelter Me,Cinderella,Heartbreak Station,1990,Harmonix,3,3,2,2,4,5,-1,-1,5,2,5,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 -2 0 0 0 -2,0 0 0 0,matched
Cobra Starship (ft. Sabi) - You Make Me Feel,You Make Me Feel...,Cobra Starship (ft. Sabi),Night Shades,2011,Harmonix,1,3,0,2,1,4,-1,-1,1,2,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Coldplay - Clocks,Clocks,Coldplay,A Rush of Blood to the Head,2002,Harmonix,1,2,1,2,3,3,1,0,3,2,3,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Coldplay - Every Teardrop is a Waterfall,Every Teardrop is a Waterfall,Coldplay,Mylo Xyloto,2011,Harmonix,3,4,1,4,2,3,-1,-1,2,4,3,FALSE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Coldplay - Fix You,Fix You,Coldplay,X&Y,2005,Harmonix,1,2,1,2,2,3,-1,-1,2,2,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 -1,12 12 12 12,matched
Coldplay - The Scientist,The Scientist,Coldplay,A Rush of Blood to the Head,2002,Harmonix,0,0,1,0,0,2,-1,-1,2,0,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 1 1,0 0 0 0,matched
Coldplay - Viva la Vida,Viva la Vida,Coldplay,Viva la Vida or Death and All His Friends,2008,Harmonix,1,2,0,0,3,3,-1,-1,3,0,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,-1 -1 -1 -1,matched
Coldplay - Yellow,Yellow,Coldplay,Parachutes,2000,Harmonix,1,1,1,0,1,3,1,0,1,0,3,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 -1,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Cracker - Teen Angst (What the World Needs Now),Teen Angst (What the World Needs Now),Cracker,Cracker,1992,Harmonix,1,2,2,2,-1,3,1,2,-1,2,3,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Creedence Clearwater Revival - Have You Ever Seen the Rain,Have You Ever Seen the Rain?,Creedence Clearwater Revival,Pendulum,1970,Harmonix,0,0,1,0,1,2,0,0,1,0,-1,TRUE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Creedence Clearwater Revival - Lodi,Lodi,Creedence Clearwater Revival,Green River,1969,Harmonix,1,2,0,1,-1,3,-1,-1,-1,1,-1,FALSE,FALSE,TRUE,FALSE,"drums.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Creedence Clearwater Revival - Susie Q,Susie Q,Creedence Clearwater Revival,"Chronicle, Vol. 1",1968,Harmonix,1,2,1,0,-1,3,-1,-1,-1,0,3,FALSE,FALSE,TRUE,TRUE,"drums.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,Unknown,matched
Crossfade - Cold,Cold,Crossfade,Crossfade,2004,Harmonix,1,3,1,2,-1,4,-1,-1,-1,2,4,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 -2 0 0 0 0 0,0 -2 0 0 0,matched
Culture Club - Do You Really Want to Hurt Me,Do You Really Want to Hurt Me,Culture Club,Kissing to Be Clever,1982,Harmonix,1,1,2,3,2,2,-1,-1,3,3,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Cutting Crew - (I Just) Died in Your Arms,(I Just) Died in Your Arms,Cutting Crew,Broadcast,1986,Harmonix,3,2,1,2,3,4,3,1,3,2,4,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Darius Rucker - Alright,Alright,Darius Rucker,Learn to Live,2008,Harmonix,1,1,2,4,-1,2,-1,-1,-1,4,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Darius Rucker - Alright (RB3 version),Alright (RB3 version),Darius Rucker,Learn to Live,2008,Harmonix,1,1,2,4,4,2,-1,-1,4,4,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Darryl Worley - Awful Beautiful Life,Awful Beautiful Life,Darryl Worley,Darryl Worley,2004,Harmonix,5,4,1,4,-1,3,-1,-1,-1,4,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Darryl Worley - Awful Beautiful Life (RB3 version),Awful Beautiful Life (RB3 version),Darryl Worley,Darryl Worley,2004,Harmonix,5,4,1,4,4,3,-1,-1,6,4,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Daughtry - Crawling Back to You,Crawling Back to You,Daughtry,Break the Spell,2011,Harmonix,1,2,2,2,2,3,-1,-1,2,2,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Daughtry - It's Not Over,It's Not Over,Daughtry,Daughtry,2006,Harmonix,1,2,2,2,-1,3,-1,2,-1,3,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Daughtry - No Surprise,No Surprise,Daughtry,Leave This Town,2009,Harmonix,1,1,1,2,3,3,1,1,3,2,-1,TRUE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,4 4 4 4,matched
Dave Matthews Band - Ants Marching,Ants Marching,Dave Matthews Band,Under the Table and Dreaming,1994,Harmonix,5,3,3,4,3,6,3,3,4,4,-1,TRUE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Dave Matthews Band - Mercy,Mercy,Dave Matthews Band,Away from the World,2012,Harmonix,2,4,1,3,2,4,-1,-1,2,3,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Dave Matthews Band - So Much to Say,So Much to Say,Dave Matthews Band,Crash,1996,Harmonix,5,4,4,4,2,5,-1,-1,4,4,5,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0 0,matched
David Bowie - Blue Jean,Blue Jean,David Bowie,Tonight,1984,Harmonix,1,3,2,3,1,2,-1,-1,1,3,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0 0,matched
David Bowie - Fame,Fame,David Bowie,Young Americans,1975,Harmonix,1,3,1,3,-1,2,-1,-1,-1,3,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
David Bowie - Modern Love,Modern Love,David Bowie,Let's Dance,1983,Harmonix,5,2,3,4,5,3,0,5,5,4,3,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0 0,matched
David Bowie - Space Oddity,Space Oddity,David Bowie,Space Oddity,1969,Harmonix,0,1,2,1,3,1,1,6,3,1,1,TRUE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,12 12 12 12 0 0,0 0 0 0,matched
David Bowie - Young Americans,Young Americans,David Bowie,Young Americans,1975,Harmonix,5,4,3,4,3,4,-1,-1,3,4,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
David Bowie - Ziggy Stardust,Ziggy Stardust,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,1972,Harmonix,3,3,2,4,-1,3,3,3,-1,4,-1,TRUE,FALSE,TRUE,FALSE,"drums.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Death Cab for Cutie - I Will Possess Your Heart,I Will Possess Your Heart,Death Cab for Cutie,Narrow Stairs,2008,Harmonix,2,3,1,3,2,2,-1,-1,2,3,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,Unknown,0 0 0 0,matched
Deep Purple - Child in Time,Child in Time,Deep Purple,Deep Purple in Rock,1970,Harmonix,6,6,4,6,6,3,-1,-1,6,6,-1,FALSE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Deep Purple - Smoke on the Water,Smoke on the Water,Deep Purple,Machine Head,1972,Harmonix,6,0,0,6,5,1,4,6,5,6,1,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Def Leppard - Animal (Live),Animal (Live),Def Leppard,Mirror Ball: Live & More,2011,Harmonix,2,2,2,4,-1,3,2,1,-1,4,3,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Def Leppard - Bringin' on the Heartbreak,Bringin' on the Heartbreak,Def Leppard,High 'n' Dry,1981,Harmonix,1,2,1,3,2,3,3,1,2,3,3,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Def Leppard - Foolin',Foolin',Def Leppard,Pyromania,1983,Harmonix,2,4,4,2,2,6,4,2,2,2,6,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Def Leppard - Photograph,Photograph,Def Leppard,Pyromania,1983,Harmonix,3,3,2,4,3,4,3,1,3,3,4,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Def Leppard - Pour Some Sugar on Me (Live),Pour Some Sugar on Me (Live),Def Leppard,Mirror Ball: Live & More,2011,Harmonix,2,4,0,3,-1,3,3,0,-1,3,3,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0 0,matched
Def Leppard - Rock of Ages,Rock of Ages,Def Leppard,Pyromania,1983,Harmonix,2,3,2,3,1,4,2,0,1,3,4,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Def Leppard - Undefeated,Undefeated,Def Leppard,Mirror Ball: Live & More,2011,Harmonix,1,3,1,2,2,2,3,1,2,2,2,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",-2 0 0 0 0 0,-2 0 0 0,-3 -1 -1 -1 -1 -1,Unknown,matched
